"Id","FeedItemId","FieldName","DataType","OldValueString","NewValueString","OldValueFirstName","NewValueFirstName","OldValueLastName","NewValueLastName","OldValueNumber","NewValueNumber","OldValueDate","NewValueDate"
"0D68a0000HRi89LCQR","0D58a00009NpF3PCAV","What","EntityId","","0068a00001JMc4n","","","","","","","",""
"0D68a0000HRi89MCQR","0D58a00009NpF3PCAV","What","Text","","ECU-Ritz-Pilot","","","","","","","",""
"0D68a0000HRi89NCQR","0D58a00009NpF3PCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HRi8VHCQZ","0D58a00009NpEjDCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HRi8VICQZ","0D58a00009NpEjDCAV","Subject","DynamicEnum","","Seguimiento cierre Tango","","","","","","","",""
"0D68a0000HRi8VJCQZ","0D58a00009NpEjDCAV","Who","EntityId","","0038a00003C69Ln","","","","","","","",""
"0D68a0000HRi8VKCQZ","0D58a00009NpEjDCAV","Who","Text","","","","Susana","","Benitez","","","",""
"0D68a0000HRi8VLCQZ","0D58a00009NpEjDCAV","What","EntityId","","0068a00001ME40y","","","","","","","",""
"0D68a0000HRi8VMCQZ","0D58a00009NpEjDCAV","What","Text","","ECU-Nestlé-Chocolate Tango-30","","","","","","","",""
"0D68a0000HRi8VNCQZ","0D58a00009NpEjDCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HRiRhsCQF","0D58a00009NpNAqCAN","feedEvent","Text","","","","","","","","","",""
"0D68a0000HRiiIrCQJ","0D58a00009NpQGOCA3","feedEvent","Text","","","","","","","","","",""
"0D68a0000HRiiIsCQJ","0D58a00009NpQGOCA3","Subject","DynamicEnum","","Seguimiento Maggi","","","","","","","",""
"0D68a0000HRiiItCQJ","0D58a00009NpQGOCA3","Who","EntityId","","0038a00003A1ZVD","","","","","","","",""
"0D68a0000HRiiIuCQJ","0D58a00009NpQGOCA3","Who","Text","","","","Gabriela","","Espinosa","","","",""
"0D68a0000HRiiIvCQJ","0D58a00009NpQGOCA3","What","EntityId","","0068a00001M87y1","","","","","","","",""
"0D68a0000HRiiIwCQJ","0D58a00009NpQGOCA3","What","Text","","Ecu-Nestle-Maggi Pilot-130","","","","","","","",""
"0D68a0000HRiiIxCQJ","0D58a00009NpQGOCA3","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HRimYDCQZ","0D58a00009NpRr0CAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HRimYECQZ","0D58a00009NpRr0CAF","Subject","DynamicEnum","","Seguimiento acercamiento Bimbo","","","","","","","",""
"0D68a0000HRimYFCQZ","0D58a00009NpRr0CAF","Who","EntityId","","0038a00003C5721","","","","","","","",""
"0D68a0000HRimYGCQZ","0D58a00009NpRr0CAF","Who","Text","","","","Ronald","","Armas","","","",""
"0D68a0000HRimYHCQZ","0D58a00009NpRr0CAF","What","EntityId","","0068a00001M8kB0","","","","","","","",""
"0D68a0000HRimYICQZ","0D58a00009NpRr0CAF","What","Text","","Ecu-Bimbo-Pilot","","","","","","","",""
"0D68a0000HRimYJCQZ","0D58a00009NpRr0CAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HRimYMCQZ","0D58a00009NpRr3CAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HRimYNCQZ","0D58a00009NpRr3CAF","Subject","DynamicEnum","","Enviar mail","","","","","","","",""
"0D68a0000HRintTCQR","0D58a00009NpSPLCA3","feedEvent","Text","","","","","","","","","",""
"0D68a0000HRintUCQR","0D58a00009NpSPLCA3","Subject","DynamicEnum","","SEguimiento Cordialsa","","","","","","","",""
"0D68a0000HRintVCQR","0D58a00009NpSPLCA3","Who","EntityId","","0038a00003C5aQr","","","","","","","",""
"0D68a0000HRintWCQR","0D58a00009NpSPLCA3","Who","Text","","","","Johnny","","Arevalo","","","",""
"0D68a0000HRintXCQR","0D58a00009NpSPLCA3","What","EntityId","","0068a00001JMnTi","","","","","","","",""
"0D68a0000HRintYCQR","0D58a00009NpSPLCA3","What","Text","","ECU-Cordialsa Piloto-50","","","","","","","",""
"0D68a0000HRintZCQR","0D58a00009NpSPLCA3","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HRinwFCQR","0D58a00009NpSRICA3","feedEvent","Text","","","","","","","","","",""
"0D68a0000HRinwGCQR","0D58a00009NpSRICA3","Subject","DynamicEnum","","Seguimiento correo","","","","","","","",""
"0D68a0000HRinwHCQR","0D58a00009NpSRICA3","Who","EntityId","","00Q8a00001vC6RZ","","","","","","","",""
"0D68a0000HRinwICQR","0D58a00009NpSRICA3","Who","Text","","","","Johanna","","Leon","","","",""
"0D68a0000HRiovMCQR","0D58a00009NpRr3CAF","Who","EntityId","","00Q8a00001vC6RZ","","","","","","","",""
"0D68a0000HRiovNCQR","0D58a00009NpRr3CAF","Who","Text","","","","Johanna","","Leon","","","",""
"0D68a0000HRiovOCQR","0D58a00009NpRr3CAF","What","EntityId","","","","","","","","","",""
"0D68a0000HRiovPCQR","0D58a00009NpRr3CAF","What","EntityId","","","","","","","","","",""
"0D68a0000HRiovQCQR","0D58a00009NpRr3CAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HRioyTCQR","0D58a00009NpSRICA3","What","EntityId","","","","","","","","","",""
"0D68a0000HRioyUCQR","0D58a00009NpSRICA3","What","EntityId","","","","","","","","","",""
"0D68a0000HRioyVCQR","0D58a00009NpSRICA3","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HTAWBVCQ5","0D58a00009Nrn8qCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HTAZ3PCQX","0D58a00009NroQxCAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000HTAZtjCQH","0D58a00009NroqWCAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000HTAaWvCQL","0D58a00009Nrp9ECAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000HU0uk7CQB","0D58a00009OrAJmCAN","feedEvent","Text","","","","","","","","","",""
"0D68a0000HU0uk8CQB","0D58a00009OrAJmCAN","Subject","DynamicEnum","","Seguimiento Shosua para cierre","","","","","","","",""
"0D68a0000HU0uk9CQB","0D58a00009OrAJmCAN","Who","EntityId","","0038a00003A0xXD","","","","","","","",""
"0D68a0000HU0ukACQR","0D58a00009OrAJmCAN","Who","Text","","","","Valeria","","Aspiazu","","","",""
"0D68a0000HU0ukBCQR","0D58a00009OrAJmCAN","What","EntityId","","0068a00001MaTzA","","","","","","","",""
"0D68a0000HU0ukCCQR","0D58a00009OrAJmCAN","What","Text","","ECU-CocaColaBotellasRet-35","","","","","","","",""
"0D68a0000HU0ukDCQR","0D58a00009OrAJmCAN","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HU0vGXCQZ","0D58a00009OrAaTCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HU0vGYCQZ","0D58a00009OrAaTCAV","Subject","DynamicEnum","","Hablar con Karla para definir oportunidades","","","","","","","",""
"0D68a0000HU0vGZCQZ","0D58a00009OrAaTCAV","Who","EntityId","","","","","","","","","",""
"0D68a0000HU0vGaCQJ","0D58a00009OrAaTCAV","Who","EntityId","","","","","","","","","",""
"0D68a0000HU0vGbCQJ","0D58a00009OrAaTCAV","What","EntityId","","0068a00001M5Nkm","","","","","","","",""
"0D68a0000HU0vGcCQJ","0D58a00009OrAaTCAV","What","Text","","Ecu-LOTERIA NACIONAL-Followup-50","","","","","","","",""
"0D68a0000HU0vGdCQJ","0D58a00009OrAaTCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HU0vN5CQJ","0D58a00009OrAdiCAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HU0vN6CQJ","0D58a00009OrAdiCAF","Subject","DynamicEnum","","Reporte de Auditoría de Tiendas","","","","","","","",""
"0D68a0000HU0vN7CQJ","0D58a00009OrAdiCAF","Who","EntityId","","","","","","","","","",""
"0D68a0000HU0vN8CQJ","0D58a00009OrAdiCAF","Who","EntityId","","","","","","","","","",""
"0D68a0000HU0vO5CQJ","0D58a00009OrAeHCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HU0vO6CQJ","0D58a00009OrAeHCAV","Subject","DynamicEnum","","Llamar Vicente","","","","","","","",""
"0D68a0000HU0vO7CQJ","0D58a00009OrAeHCAV","Who","EntityId","","0038a000037JQI5","","","","","","","",""
"0D68a0000HU0vO8CQJ","0D58a00009OrAeHCAV","Who","Text","","","","Vicente","","Caceres","","","",""
"0D68a0000HU0vPDCQZ","0D58a00009OrAeHCAV","What","EntityId","","0068a00001MYr9M","","","","","","","",""
"0D68a0000HU0vPECQZ","0D58a00009OrAeHCAV","What","Text","","ECU-UNILEVER HELADO PILOT-30","","","","","","","",""
"0D68a0000HU0vPFCQZ","0D58a00009OrAeHCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HU0vaMCQR","0D58a00009OrAkFCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HU0vaNCQR","0D58a00009OrAkFCAV","Subject","DynamicEnum","","Auditoría de Tiendas","","","","","","","",""
"0D68a0000HU0vaOCQR","0D58a00009OrAkFCAV","Who","EntityId","","","","","","","","","",""
"0D68a0000HU0vaPCQR","0D58a00009OrAkFCAV","Who","EntityId","","","","","","","","","",""
"0D68a0000HU0vaQCQR","0D58a00009OrAkFCAV","What","EntityId","","0068a00001MZl9F","","","","","","","",""
"0D68a0000HU0vaRCQR","0D58a00009OrAkFCAV","What","Text","","ECU-Movistar Piloto-50","","","","","","","",""
"0D68a0000HU0vaSCQR","0D58a00009OrAkFCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HU0vbzCQB","0D58a00009OrAdiCAF","What","EntityId","","0068a00001MZl9F","","","","","","","",""
"0D68a0000HU0vc0CQB","0D58a00009OrAdiCAF","What","Text","","ECU-Movistar Piloto-50","","","","","","","",""
"0D68a0000HU0vc1CQB","0D58a00009OrAdiCAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HXbJGVCQ3","0D58a00009QNqgICAT","feedEvent","Text","","","","","","","","","",""
"0D68a0000HXbJGWCQ3","0D58a00009QNqgICAT","Subject","DynamicEnum","","Mauricio Ugaz (Molitalia)","","","","","","","",""
"0D68a0000HXbJGXCQ3","0D58a00009QNqgICAT","Location","Text","","","","","","","","","",""
"0D68a0000HXbJGYCQ3","0D58a00009QNqgICAT","StartDateTime","DateTime","","","","","","","","","","2023-03-15 20:00:00"
"0D68a0000HXbJGZCQ3","0D58a00009QNqgICAT","EndDateTime","DateTime","","","","","","","","","","2023-03-15 21:00:00"
"0D68a0000HXbJGfCQN","0D58a00009QNqgICAT","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HXbJncCQF","0D58a00009QNrsZCAT","feedEvent","Text","","","","","","","","","",""
"0D68a0000HXbK53CQF","0D58a00009QNrztCAD","feedEvent","Text","","","","","","","","","",""
"0D68a0000HXbkzMCQR","0D58a00009QNyuhCAD","feedEvent","Text","","","","","","","","","",""
"0D68a0000HXbkzNCQR","0D58a00009QNyuhCAD","Subject","DynamicEnum","","llamar Jhonny Arevalo","","","","","","","",""
"0D68a0000HXbkzOCQR","0D58a00009QNyuhCAD","Who","EntityId","","0038a00003C5aQr","","","","","","","",""
"0D68a0000HXbkzPCQR","0D58a00009QNyuhCAD","Who","Text","","","","Johnny","","Arevalo","","","",""
"0D68a0000HXbopkCQB","0D58a00009QNyuhCAD","What","EntityId","","0068a00001JMnS1","","","","","","","",""
"0D68a0000HXboplCQB","0D58a00009QNyuhCAD","What","Text","","ECU-La Favorita Piloto-50","","","","","","","",""
"0D68a0000HXbopmCQB","0D58a00009QNyuhCAD","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HbzO85CQE","0D58a00009RtYarCAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HbzOikCQE","0D58a00009RtZijCAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HbzP6sCQE","0D58a00009RtYzOCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HbzPjBCQU","0D58a00009Rta5DCAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000HbzQiKCQU","0D58a00009RtaU9CAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuAKVCQ2","0D58a00009Sb7CwCAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuAKWCQ2","0D58a00009Sb7CwCAJ","Subject","DynamicEnum","","SEGUIMIENTO URBASEO","","","","","","","",""
"0D68a0000HeuAKXCQ2","0D58a00009Sb7CwCAJ","Who","EntityId","","0038a00003FWZIt","","","","","","","",""
"0D68a0000HeuAKYCQ2","0D58a00009Sb7CwCAJ","Who","Text","","","","Carla","","Maridueña","","","",""
"0D68a0000HeuAKZCQ2","0D58a00009Sb7CwCAJ","What","EntityId","","0068a00001MyscC","","","","","","","",""
"0D68a0000HeuAKaCQM","0D58a00009Sb7CwCAJ","What","Text","","ECU-URBASEO-40","","","","","","","",""
"0D68a0000HeuAKbCQM","0D58a00009Sb7CwCAJ","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HeuChQCQU","0D58a00009Sb8ZtCAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuD2nCQE","0D58a00009Sb8hhCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuD2oCQE","0D58a00009Sb8hhCAB","Subject","DynamicEnum","","Seguimiento Kellogs Mc Dougal","","","","","","","",""
"0D68a0000HeuD2pCQE","0D58a00009Sb8hhCAB","Who","EntityId","","0038a00003DOS4s","","","","","","","",""
"0D68a0000HeuD2qCQE","0D58a00009Sb8hhCAB","Who","Text","","","","Karina","","Rodriguez","","","",""
"0D68a0000HeuDMDCQ2","0D58a00009Sb8ZtCAJ","Subject","DynamicEnum","","seguimiento Kellogs","","","","","","","",""
"0D68a0000HeuDMECQ2","0D58a00009Sb8ZtCAJ","Who","EntityId","","0038a00003DOS4s","","","","","","","",""
"0D68a0000HeuDMFCQ2","0D58a00009Sb8ZtCAJ","Who","Text","","","","Karina","","Rodriguez","","","",""
"0D68a0000HeuDMGCQ2","0D58a00009Sb8ZtCAJ","What","EntityId","","0068a00001MaTy7","","","","","","","",""
"0D68a0000HeuDMHCQ2","0D58a00009Sb8ZtCAJ","What","Text","","ECU-KellogsPILOT-50","","","","","","","",""
"0D68a0000HeuDMICQ2","0D58a00009Sb8ZtCAJ","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HeuDncCQE","0D58a00009Sb8hhCAB","What","EntityId","","0068a00001MaTyC","","","","","","","",""
"0D68a0000HeuDndCQE","0D58a00009Sb8hhCAB","What","Text","","ECU-MCDOUGAL PILTO-50","","","","","","","",""
"0D68a0000HeuDneCQE","0D58a00009Sb8hhCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HeuEIWCQ2","0D58a00009Sb98wCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuEIXCQ2","0D58a00009Sb98wCAB","Subject","DynamicEnum","","seguimiento Vicente: Planner no contesta","","","","","","","",""
"0D68a0000HeuEIYCQ2","0D58a00009Sb98wCAB","Who","EntityId","","0038a000037JQI5","","","","","","","",""
"0D68a0000HeuEIZCQ2","0D58a00009Sb98wCAB","Who","Text","","","","Vicente","","Caceres","","","",""
"0D68a0000HeuEIaCQM","0D58a00009Sb98wCAB","What","EntityId","","0068a00001MYr9M","","","","","","","",""
"0D68a0000HeuEIbCQM","0D58a00009Sb98wCAB","What","Text","","ECU-UNILEVER HELADO PILOT-50","","","","","","","",""
"0D68a0000HeuEIcCQM","0D58a00009Sb98wCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HeuEzbCQE","0D58a00009Sb9MfCAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuEzcCQE","0D58a00009Sb9MfCAJ","Subject","DynamicEnum","","Seguimiento Nestlé Culinarios - Susy","","","","","","","",""
"0D68a0000HeuFejCQE","0D58a00009Sb5VGCAZ","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuFekCQE","0D58a00009Sb5VGCAZ","Subject","DynamicEnum","","Seguimiento Luis Zambrano","","","","","","","",""
"0D68a0000HeuFelCQE","0D58a00009Sb5VGCAZ","Who","EntityId","","0038a00003FWZIu","","","","","","","",""
"0D68a0000HeuFemCQE","0D58a00009Sb5VGCAZ","Who","Text","","","","Luis","","Zambrano","","","",""
"0D68a0000HeuFenCQE","0D58a00009Sb5VGCAZ","What","EntityId","","0068a00001MbSIl","","","","","","","",""
"0D68a0000HeuFeoCQE","0D58a00009Sb5VGCAZ","What","Text","","ECU-Banco del Barrio - 50","","","","","","","",""
"0D68a0000HeuFepCQE","0D58a00009Sb5VGCAZ","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HeuFu0CQE","0D58a00009Sb9h4CAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuFu1CQE","0D58a00009Sb9h4CAB","Subject","DynamicEnum","","SEGUIMIENTO CONFITECA LOW COST - RONALD","","","","","","","",""
"0D68a0000HeuFv4CQE","0D58a00009Sb9hiCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuG1cCQE","0D58a00009Sb9MfCAJ","Who","EntityId","","0038a00003C69Ln","","","","","","","",""
"0D68a0000HeuG1dCQE","0D58a00009Sb9MfCAJ","Who","Text","","","","Susana","","Benitez","","","",""
"0D68a0000HeuG1eCQE","0D58a00009Sb9MfCAJ","What","EntityId","","0068a00001McPyN","","","","","","","",""
"0D68a0000HeuG1fCQE","0D58a00009Sb9MfCAJ","What","Text","","Ecu-Nestle Culinarios-80","","","","","","","",""
"0D68a0000HeuG1gCQE","0D58a00009Sb9MfCAJ","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HeuGaDCQU","0D58a00009Sb9hiCAB","Subject","DynamicEnum","","seguimiento Bimbo - Ronald","","","","","","","",""
"0D68a0000HeuGaECQU","0D58a00009Sb9hiCAB","Who","EntityId","","0038a00003C5721","","","","","","","",""
"0D68a0000HeuGaFCQU","0D58a00009Sb9hiCAB","Who","Text","","","","Ronald","","Armas","","","",""
"0D68a0000HeuGaGCQU","0D58a00009Sb9hiCAB","What","EntityId","","0068a00001M8kB0","","","","","","","",""
"0D68a0000HeuGaHCQU","0D58a00009Sb9hiCAB","What","Text","","Ecu-Bimbo-Pilot-50","","","","","","","",""
"0D68a0000HeuGaICQU","0D58a00009Sb9hiCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HeuHY7CQM","0D58a00009Sb9h4CAB","Who","EntityId","","0038a00003C5721","","","","","","","",""
"0D68a0000HeuHY8CQM","0D58a00009Sb9h4CAB","Who","Text","","","","Ronald","","Armas","","","",""
"0D68a0000HeuHY9CQM","0D58a00009Sb9h4CAB","What","EntityId","","0068a00001Mysjn","","","","","","","",""
"0D68a0000HeuHYACQ2","0D58a00009Sb9h4CAB","What","Text","","ECU-CONFITECA PILOT-50","","","","","","","",""
"0D68a0000HeuHYBCQ2","0D58a00009Sb9h4CAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HeuHYCCQ2","0D58a00009Sb9h5CAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuHvHCQU","0D58a00009SbAPdCAN","feedEvent","Text","","","","","","","","","",""
"0D68a0000HeuHvICQU","0D58a00009SbAPdCAN","Subject","DynamicEnum","","SEGUIMIENTO CORDIALSA - JOHNNY AREVALO","","","","","","","",""
"0D68a0000HeuHvJCQU","0D58a00009SbAPdCAN","Who","EntityId","","0038a00003C5aQr","","","","","","","",""
"0D68a0000HeuHvKCQU","0D58a00009SbAPdCAN","Who","Text","","","","Johnny","","Arevalo","","","",""
"0D68a0000HeuHvLCQU","0D58a00009SbAPdCAN","What","EntityId","","0068a00001JMnTi","","","","","","","",""
"0D68a0000HeuHvMCQU","0D58a00009SbAPdCAN","What","Text","","ECU-Cordialsa Piloto-50","","","","","","","",""
"0D68a0000HeuHvNCQU","0D58a00009SbAPdCAN","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HeuIxSCQU","0D58a00009Sb9h5CAB","Subject","DynamicEnum","","SEGUIMIENTO PEPSICO SNACKS - KARLA GAONA","","","","","","","",""
"0D68a0000HeuIxTCQU","0D58a00009Sb9h5CAB","Who","EntityId","","0038a00003A1ZYR","","","","","","","",""
"0D68a0000HeuIxUCQU","0D58a00009Sb9h5CAB","Who","Text","","","","Karla","","Gaona","","","",""
"0D68a0000HeuIxVCQU","0D58a00009Sb9h5CAB","What","EntityId","","0068a00001MbSMX","","","","","","","",""
"0D68a0000HeuIxWCQU","0D58a00009Sb9h5CAB","What","Text","","ECU-PEPSICO SNACKS PILOT-50","","","","","","","",""
"0D68a0000HeuIxXCQU","0D58a00009Sb9h5CAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000Hg5EGMCQ2","0D58a00009SbtaMCAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000Hg5I1VCQU","0D58a00009SbvYjCAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000Hg5JmcCQE","0D58a00009Sbw91CAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000Hg5Vy4CQE","0D58a00009Sc0fFCAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000Hg5X8MCQU","0D58a00009Sc15rCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000Hg5rpFCQQ","0D58a00009TpfVwCAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000Hg5rpGCQQ","0D58a00009TpfVwCAJ","Subject","DynamicEnum","","Seguimiento Nestlé Culinarios","","","","","","","",""
"0D68a0000Hg5rpHCQQ","0D58a00009TpfVwCAJ","Who","EntityId","","0038a00003C69Ln","","","","","","","",""
"0D68a0000Hg5rpICQQ","0D58a00009TpfVwCAJ","Who","Text","","","","Susana","","Benitez","","","",""
"0D68a0000Hg5rpJCQQ","0D58a00009TpfVwCAJ","What","EntityId","","0068a00001McPyN","","","","","","","",""
"0D68a0000Hg5rpKCQQ","0D58a00009TpfVwCAJ","What","Text","","Ecu-Nestle Culinarios-80","","","","","","","",""
"0D68a0000Hg5rpLCQQ","0D58a00009TpfVwCAJ","__RecordType__","Text","","","","","","","","","",""
"0D68a0000Hg5uP9CQI","0D58a00009TpgYpCAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000Hg5uPACQY","0D58a00009TpgYpCAJ","Subject","DynamicEnum","","Seguimiento Paúl Baldeón","","","","","","","",""
"0D68a0000Hg5uPBCQY","0D58a00009TpgYpCAJ","Who","EntityId","","","","","","","","","",""
"0D68a0000Hg5uPCCQY","0D58a00009TpgYpCAJ","Who","EntityId","","","","","","","","","",""
"0D68a0000Hg5wjECQQ","0D58a00009TpgYpCAJ","What","EntityId","","0068a00001N6MiZ","","","","","","","",""
"0D68a0000Hg5wjFCQQ","0D58a00009TpgYpCAJ","What","Text","","ECU-UNIVERSIDAD ISRAEL-50","","","","","","","",""
"0D68a0000Hg5wjGCQQ","0D58a00009TpgYpCAJ","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HhByzKCQS","0D58a00009TsBs1CAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HhByzLCQS","0D58a00009TsBs1CAF","Subject","DynamicEnum","","SEGUIMIENTO NIRSA - LILI CHERRES","","","","","","","",""
"0D68a0000HhByzMCQS","0D58a00009TsBs1CAF","Who","EntityId","","0038a00003F9AAe","","","","","","","",""
"0D68a0000HhBzaTCQS","0D58a00009TsC6ZCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HhBzaUCQS","0D58a00009TsC6ZCAV","Subject","DynamicEnum","","SEGUIMIENTO NIRSA - LILI CHERRES","","","","","","","",""
"0D68a0000HhBzaVCQS","0D58a00009TsC6ZCAV","Who","EntityId","","0038a00003F9AAe","","","","","","","",""
"0D68a0000HhBzaWCQS","0D58a00009TsC6ZCAV","Who","Text","","","","LILIANA","","CHERRES","","","",""
"0D68a0000HhC18LCQS","0D58a00009TsC6ZCAV","What","EntityId","","0068a00001MzF9n","","","","","","","",""
"0D68a0000HhC18MCQS","0D58a00009TsC6ZCAV","What","Text","","ECU-NIRSA PILOT-60","","","","","","","",""
"0D68a0000HhC18NCQS","0D58a00009TsC6ZCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HhC1JwCQK","0D58a00009TsCdmCAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HhC1JxCQK","0D58a00009TsCdmCAF","Subject","DynamicEnum","","SEGUIMIENTO CAFE BUEN DIA - LILI CHERRES","","","","","","","",""
"0D68a0000HhC1JyCQK","0D58a00009TsCdmCAF","Who","EntityId","","0038a00003F9AAe","","","","","","","",""
"0D68a0000HhC1JzCQK","0D58a00009TsCdmCAF","Who","Text","","","","LILIANA","","CHERRES","","","",""
"0D68a0000HhC1K0CQK","0D58a00009TsCdmCAF","What","EntityId","","0068a00001MzF9o","","","","","","","",""
"0D68a0000HhC1K1CQK","0D58a00009TsCdmCAF","What","Text","","ECU-CAFE BUEN DIA PILOT-60","","","","","","","",""
"0D68a0000HhC1K2CQK","0D58a00009TsCdmCAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HhC1aNCQS","0D58a00009TsBs1CAF","Who","Text","","","","LILIANA","","CHERRES","","","",""
"0D68a0000HhC1aOCQS","0D58a00009TsBs1CAF","What","EntityId","","0068a00001MzEPS","","","","","","","",""
"0D68a0000HhC1aPCQS","0D58a00009TsBs1CAF","What","Text","","ECU-ETAFASHION PILOT-60","","","","","","","",""
"0D68a0000HhC1aQCQS","0D58a00009TsBs1CAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HhC1aRCQS","0D58a00009TsD5CCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HhC1aSCQS","0D58a00009TsD5CCAV","Subject","DynamicEnum","","SEGUIMIENTO BUEN DIA - LILI CHERRES","","","","","","","",""
"0D68a0000HhC1uYCQS","0D58a00009TsD5CCAV","Who","EntityId","","0038a00003F9AAe","","","","","","","",""
"0D68a0000HhC1uZCQS","0D58a00009TsD5CCAV","Who","Text","","","","LILIANA","","CHERRES","","","",""
"0D68a0000HhC1uaCQC","0D58a00009TsD5CCAV","What","EntityId","","0068a00001MzF9o","","","","","","","",""
"0D68a0000HhC1ubCQC","0D58a00009TsD5CCAV","What","Text","","ECU-CAFE BUEN DIA PILOT-60","","","","","","","",""
"0D68a0000HhC1ucCQC","0D58a00009TsD5CCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HiBclmCQC","0D58a00009TtPYUCA3","feedEvent","Text","","","","","","","","","",""
"0D68a0000HiBclnCQC","0D58a00009TtPYUCA3","Subject","DynamicEnum","","SEGUIMIENTO ALPINA - ELIANA CARDENAS","","","","","","","",""
"0D68a0000HiBcloCQC","0D58a00009TtPYUCA3","Who","EntityId","","0038a00003F9I02","","","","","","","",""
"0D68a0000HiBclpCQC","0D58a00009TtPYUCA3","Who","Text","","","","Eliana","","Cárdenas","","","",""
"0D68a0000HiBdi7CQC","0D58a00009TtPYUCA3","What","EntityId","","0068a00001MzLMc","","","","","","","",""
"0D68a0000HiBdi8CQC","0D58a00009TtPYUCA3","What","Text","","ECU-ALPINA PILOT- 50","","","","","","","",""
"0D68a0000HiBdi9CQC","0D58a00009TtPYUCA3","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HiBeOgCQK","0D58a00009TtQP3CAN","feedEvent","Text","","","","","","","","","",""
"0D68a0000HiBeOhCQK","0D58a00009TtQP3CAN","Subject","DynamicEnum","","SEGUIMIENTO NUTRI LECHE - ELIANA CARDENAS","","","","","","","",""
"0D68a0000HiBeOiCQK","0D58a00009TtQP3CAN","Who","EntityId","","0038a00003F9I02","","","","","","","",""
"0D68a0000HiBeOjCQK","0D58a00009TtQP3CAN","Who","Text","","","","Eliana","","Cárdenas","","","",""
